Wavelength (Î¼m), Reflectance
1.398998998998999044e+00,1.015602830574762194e-01
1.401001001001001001e+00,1.003677770820302906e-01
1.403003003003003180e+00,9.928161417317207804e-02
1.405005005005004914e+00,9.822228852181502656e-02
1.407007007007007093e+00,9.722154350600871464e-02
1.409009009009008828e+00,9.634821105608688818e-02
1.411011011011011007e+00,9.550918222204779484e-02
1.413013013013013186e+00,9.479115955611973343e-02
1.415015015015014921e+00,9.410231595085542800e-02
1.417017017017017100e+00,9.349291709831350494e-02
1.419019019019018835e+00,9.290696220133499994e-02
1.421021021021021014e+00,9.235193782344831848e-02
1.423023023023023192e+00,9.181636953425903469e-02
1.425025025025024927e+00,9.135483400468719095e-02
1.427027027027027106e+00,9.093134241455511080e-02
1.429029029029028841e+00,9.050908479629889147e-02
1.431031031031031020e+00,9.004263208940103957e-02
1.433033033033033199e+00,8.959320047257925135e-02
1.435035035035034934e+00,8.918086711270840905e-02
1.437037037037037113e+00,8.880407989548003145e-02
1.439039039039038848e+00,8.843523902231885392e-02
1.441041041041041026e+00,8.807978328469215357e-02
1.443043043043043205e+00,8.773079710528616793e-02
1.445045045045044940e+00,8.742115204496656022e-02
1.447047047047047119e+00,8.713704451887629987e-02
1.449049049049048854e+00,8.684237372968880986e-02
1.451051051051051033e+00,8.652136950992651843e-02
1.453053053053053212e+00,8.619358382277372832e-02
1.455055055055054947e+00,8.588269042194571212e-02
1.457057057057057126e+00,8.560445509906546013e-02
1.459059059059058860e+00,8.534535189576791803e-02
1.461061061061061039e+00,8.509263600030239627e-02
1.463063063063063218e+00,8.485583145739600264e-02
1.465065065065064953e+00,8.466013286503329405e-02
1.467067067067067132e+00,8.449272960224482598e-02
1.469069069069068867e+00,8.431379545604786307e-02
1.471071071071071046e+00,8.410690056599107178e-02
1.473073073073073225e+00,8.391838813435892330e-02
1.475075075075074960e+00,8.377777264949286262e-02
1.477077077077077139e+00,8.368032136512978947e-02
1.479079079079078873e+00,8.361136503930616248e-02
1.481081081081081052e+00,8.355749063805878452e-02
1.483083083083083231e+00,8.351550762210757650e-02
1.485085085085084966e+00,8.349427195378508748e-02
1.487087087087087145e+00,8.348406596334578822e-02
1.489089089089088880e+00,8.348135099884182453e-02
1.491091091091091059e+00,8.348480548283965241e-02
1.493093093093093238e+00,8.349021860616998025e-02
1.495095095095094972e+00,8.347057137774063773e-02
1.497097097097097151e+00,8.343928258444451018e-02
1.499099099099099330e+00,8.344219284805774739e-02
1.501101101101101065e+00,8.351805409901331967e-02
1.503103103103103244e+00,8.365114646170129786e-02
1.505105105105104979e+00,8.381977237237829559e-02
1.507107107107107158e+00,8.399736312368714930e-02
1.509109109109109337e+00,8.417038256062620016e-02
1.511111111111111072e+00,8.432468632809207720e-02
1.513113113113113251e+00,8.448801455514090564e-02
1.515115115115114985e+00,8.469129711163458918e-02
1.517117117117117164e+00,8.494587932449754186e-02
1.519119119119119343e+00,8.518876913868050904e-02
1.521121121121121078e+00,8.538448145792364163e-02
1.523123123123123257e+00,8.556474214328035899e-02
1.525125125125124992e+00,8.578401728089912748e-02
1.527127127127127171e+00,8.603562456805606551e-02
1.529129129129129350e+00,8.630533749235273777e-02
1.531131131131131085e+00,8.656436031722963831e-02
1.533133133133133263e+00,8.680554901850340288e-02
1.535135135135134998e+00,8.702276601564871983e-02
1.537137137137137177e+00,8.724623466505329605e-02
1.539139139139139356e+00,8.748916332829023701e-02
1.541141141141141091e+00,8.777136923002616664e-02
1.543143143143143270e+00,8.806493010532433219e-02
1.545145145145145005e+00,8.832930737347709227e-02
1.547147147147147184e+00,8.854941205284065642e-02
1.549149149149149363e+00,8.877941544920923966e-02
1.551151151151151097e+00,8.905112100567923183e-02
1.553153153153153276e+00,8.936564406395623716e-02
1.555155155155155011e+00,8.971303131044663925e-02
1.557157157157157190e+00,9.007871490643265533e-02
1.559159159159159369e+00,9.040886133560033233e-02
1.561161161161161104e+00,9.067918889373334512e-02
1.563163163163163283e+00,9.090822660628773699e-02
1.565165165165165018e+00,9.113679513751958561e-02
1.567167167167167197e+00,9.137530171103094845e-02
1.569169169169169376e+00,9.163056813741086992e-02
1.571171171171171110e+00,9.189834410229624773e-02
1.573173173173173289e+00,9.218087308469946617e-02
1.575175175175175024e+00,9.247215680627202117e-02
1.577177177177177203e+00,9.278671089951151529e-02
1.579179179179179382e+00,9.311531504723562225e-02
1.581181181181181117e+00,9.344760048339106895e-02
1.583183183183183296e+00,9.377130990823213941e-02
1.585185185185185031e+00,9.408380280358225045e-02
1.587187187187187210e+00,9.438122498169292107e-02
1.589189189189189388e+00,9.466556392157593480e-02
1.591191191191191123e+00,9.494470761794145119e-02
1.593193193193193302e+00,9.523011367419435824e-02
1.595195195195195037e+00,9.552060151327165793e-02
1.597197197197197216e+00,9.581415446539043312e-02
1.599199199199199395e+00,9.611469325873626957e-02
1.601201201201201130e+00,9.643105752531527797e-02
1.603203203203203309e+00,9.675041766318571990e-02
1.605205205205205043e+00,9.706369232949665915e-02
1.607207207207207222e+00,9.736633357582033521e-02
1.609209209209209401e+00,9.765431755341438813e-02
1.611211211211211136e+00,9.793780974993950006e-02
1.613213213213213315e+00,9.823088558265601067e-02
1.615215215215215050e+00,9.853090514127280097e-02
1.617217217217217229e+00,9.882156201126678086e-02
1.619219219219219408e+00,9.910593683389438968e-02
1.621221221221221143e+00,9.939038389416621211e-02
1.623223223223223322e+00,9.967288638594035133e-02
1.625225225225225056e+00,9.993449153836216070e-02
1.627227227227227235e+00,1.001687221061989819e-01
1.629229229229229414e+00,1.003723226499278059e-01
1.631231231231231149e+00,1.005799327585073649e-01
1.633233233233233328e+00,1.008171946765642341e-01
1.635235235235235063e+00,1.010869672625553384e-01
1.637237237237237242e+00,1.013332429046289590e-01
1.639239239239239421e+00,1.015400999592832310e-01
1.641241241241241156e+00,1.017016941720949169e-01
1.643243243243243334e+00,1.018331572934551427e-01
1.645245245245245069e+00,1.019411325800815837e-01
1.647247247247247248e+00,1.020396130415818503e-01
1.649249249249249427e+00,1.021156432419487864e-01
1.651251251251251162e+00,1.021837764262703147e-01
1.653253253253253341e+00,1.022722549556668303e-01
1.655255255255255076e+00,1.023655454961670402e-01
1.657257257257257255e+00,1.024234720752313088e-01
1.659259259259259434e+00,1.024531221582358348e-01
1.661261261261261168e+00,1.024904357429833324e-01
1.663263263263263347e+00,1.025360558661185945e-01
1.665265265265265082e+00,1.025587747198010991e-01
1.667267267267267261e+00,1.025409260077550788e-01
1.669269269269269440e+00,1.024880690920086518e-01
1.671271271271271175e+00,1.024281226565436909e-01
1.673273273273273354e+00,1.023909769365334704e-01
1.675275275275275089e+00,1.023567403158877342e-01
1.677277277277277268e+00,1.022848105465206103e-01
1.679279279279279447e+00,1.021851421988045905e-01
1.681281281281281181e+00,1.020939364007425049e-01
1.683283283283283360e+00,1.020118950847094808e-01
1.685285285285285095e+00,1.019306322162422396e-01
1.687287287287287274e+00,1.018551984996660109e-01
1.689289289289289453e+00,1.018131834982372030e-01
1.691291291291291188e+00,1.017807486918509280e-01
1.693293293293293367e+00,1.017183347208162475e-01
1.695295295295295102e+00,1.016333393556485831e-01
1.697297297297297280e+00,1.015560111058931708e-01
1.699299299299299459e+00,1.014666330527720928e-01
1.701301301301301194e+00,1.013306898074616547e-01
1.703303303303303373e+00,1.011654164586205662e-01
1.705305305305305108e+00,1.010287876859373157e-01
1.707307307307307287e+00,1.009235643043351616e-01
1.709309309309309466e+00,1.008125314678721129e-01
1.711311311311311201e+00,1.006997881689974672e-01
1.713313313313313380e+00,1.006033615934096709e-01
1.715315315315315114e+00,1.005110062113624692e-01
1.717317317317317293e+00,1.003734579949700778e-01
1.719319319319319472e+00,1.002008834266853582e-01
1.721321321321321207e+00,1.000238672365230813e-01
1.723323323323323386e+00,9.988314747412244121e-02
1.725325325325325121e+00,9.981474610514098900e-02
1.727327327327327300e+00,9.980253514285775118e-02
1.729329329329329479e+00,9.980114257648317611e-02
1.731331331331331214e+00,9.979675537943033525e-02
1.733333333333333393e+00,9.977111252367169836e-02
1.735335335335335127e+00,9.974187244527682461e-02
1.737337337337337306e+00,9.971667683738130727e-02
1.739339339339339485e+00,9.969258880489663410e-02
1.741341341341341220e+00,9.967718303688262449e-02
1.743343343343343399e+00,9.967212475563504148e-02
1.745345345345345134e+00,9.968448347889596883e-02
1.747347347347347313e+00,9.969685187575683116e-02
1.749349349349349492e+00,9.968273351489556622e-02
1.751351351351351227e+00,9.962561639153540149e-02
1.753353353353353405e+00,9.952424155777253589e-02
1.755355355355355584e+00,9.939278526227987576e-02
1.757357357357357319e+00,9.924484205989712871e-02
1.759359359359359498e+00,9.909748054085185109e-02
1.761361361361361233e+00,9.896839021243360179e-02
1.763363363363363412e+00,9.887684140666971877e-02
1.765365365365365591e+00,9.884040336923756442e-02
1.767367367367367326e+00,9.883831011979382630e-02
1.769369369369369505e+00,9.884711198063370063e-02
1.771371371371371239e+00,9.886379045821000466e-02
1.773373373373373418e+00,9.889350012048528371e-02
1.775375375375375597e+00,9.891075268863874781e-02
1.777377377377377332e+00,9.888926117631023638e-02
1.779379379379379511e+00,9.886169581063661282e-02
1.781381381381381246e+00,9.889335228334855676e-02
1.783383383383383425e+00,9.896686370271619293e-02
1.785385385385385604e+00,9.900260713453847006e-02
1.787387387387387339e+00,9.902234089175575293e-02
1.789389389389389518e+00,9.903193669735774196e-02
1.791391391391391252e+00,9.902664907990763044e-02
1.793393393393393431e+00,9.901679710467947704e-02
1.795395395395395610e+00,9.899917330094712420e-02
1.797397397397397345e+00,9.897934128023010147e-02
1.799399399399399524e+00,9.895844031751005465e-02
1.801401401401401259e+00,9.893053930086360970e-02
1.803403403403403438e+00,9.888715386593410761e-02
1.805405405405405617e+00,9.882440932465552663e-02
1.807407407407407351e+00,9.874254449129052369e-02
1.809409409409409530e+00,9.865377730111586640e-02
1.811411411411411265e+00,9.855430410779261741e-02
1.813413413413413444e+00,9.843239561318274655e-02
1.815415415415415623e+00,9.827490093422720785e-02
1.817417417417417358e+00,9.808336262212423440e-02
1.819419419419419537e+00,9.788108421378992341e-02
1.821421421421421272e+00,9.769046081946088089e-02
1.823423423423423451e+00,9.751406653260762114e-02
1.825425425425425630e+00,9.733716056748545342e-02
1.827427427427427364e+00,9.715272128829895160e-02
1.829429429429429543e+00,9.697189543202992812e-02
1.831431431431431278e+00,9.668676686715421686e-02
1.833433433433433457e+00,9.652256597720312858e-02
1.835435435435435636e+00,9.634564002153971074e-02
1.837437437437437371e+00,9.612654267640685646e-02
1.839439439439439550e+00,9.585745919865430731e-02
1.841441441441441285e+00,9.554902981438073706e-02
1.843443443443443464e+00,9.521281189997504724e-02
1.845445445445445642e+00,9.486711738849354369e-02
1.847447447447447377e+00,9.450632265501959783e-02
1.849449449449449556e+00,9.412068747833647608e-02
1.851451451451451291e+00,9.371043007813240067e-02
1.853453453453453470e+00,9.326243520037255652e-02
1.855455455455455649e+00,9.273749853501335461e-02
1.857457457457457384e+00,9.210398096593096218e-02
1.859459459459459563e+00,9.140023274315133006e-02
1.861461461461461298e+00,9.068288946300720466e-02
1.863463463463463476e+00,8.993967742360867157e-02
1.865465465465465655e+00,8.914576291854567347e-02
1.867467467467467390e+00,8.831390812576800364e-02
1.869469469469469569e+00,8.746360431282736159e-02
1.871471471471471304e+00,8.657665101129345675e-02
1.873473473473473483e+00,8.563693654614119855e-02
1.875475475475475662e+00,8.464195859944817490e-02
1.877477477477477397e+00,8.361510402883959303e-02
1.879479479479479576e+00,8.256366172760204458e-02
1.881481481481481310e+00,8.147012518361357314e-02
1.883483483483483489e+00,8.032820794041686807e-02
1.885485485485485668e+00,7.916206086162563826e-02
1.887487487487487403e+00,7.799907902569330753e-02
1.889489489489489582e+00,7.686177344925849975e-02
1.891491491491491317e+00,7.576506421390624690e-02
1.893493493493493496e+00,7.471264384746750808e-02
1.895495495495495675e+00,7.371910474364365418e-02
1.897497497497497410e+00,7.281209882595041094e-02
1.899499499499499588e+00,7.198034901912062078e-02
1.901501501501501323e+00,7.120018155955687433e-02
1.903503503503503502e+00,7.047876132660013671e-02
1.905505505505505681e+00,6.983495444494372539e-02
1.907507507507507416e+00,6.926301071615764693e-02
1.909509509509509595e+00,6.873292932023163104e-02
1.911511511511511330e+00,6.824446365192168851e-02
1.913513513513513509e+00,6.782153461022831509e-02
1.915515515515515688e+00,6.745993997196300662e-02
1.917517517517517422e+00,6.714322541156828028e-02
1.919519519519519601e+00,6.685904425025097908e-02
1.921521521521521336e+00,6.660742967925070701e-02
1.923523523523523515e+00,6.639258473299761154e-02
1.925525525525525694e+00,6.622106905747504602e-02
1.927527527527527429e+00,6.609023505059466452e-02
1.929529529529529608e+00,6.599144585345582958e-02
1.931531531531531343e+00,6.591824310752020244e-02
1.933533533533533522e+00,6.587957236732491784e-02
1.935535535535535701e+00,6.589388580266697382e-02
1.937537537537537435e+00,6.595495550217625458e-02
1.939539539539539614e+00,6.603471729319126959e-02
1.941541541541541349e+00,6.610098712847090052e-02
1.943543543543543528e+00,6.617043611741253717e-02
1.945545545545545707e+00,6.622277216397141897e-02
1.947547547547547442e+00,6.625785200593342639e-02
1.949549549549549621e+00,6.627776978728883162e-02
1.951551551551551356e+00,6.629525365056948560e-02
1.953553553553553535e+00,6.638269168132786280e-02
1.955555555555555713e+00,6.648897417446666958e-02
1.957557557557557448e+00,6.657592487904279155e-02
1.959559559559559627e+00,6.670402459518859350e-02
1.961561561561561362e+00,6.679488679907021054e-02
1.963563563563563541e+00,6.692397224614374251e-02
1.965565565565565720e+00,6.700783007617489018e-02
1.967567567567567455e+00,6.706058113099597207e-02
1.969569569569569634e+00,6.709653058635360601e-02
1.971571571571571369e+00,6.715405572097558895e-02
1.973573573573573547e+00,6.725552959278935372e-02
1.975575575575575726e+00,6.735563100587850516e-02
1.977577577577577461e+00,6.746987772600970823e-02
1.979579579579579640e+00,6.759195244176202655e-02
1.981581581581581375e+00,6.770815566551394160e-02
1.983583583583583554e+00,6.782604852534691864e-02
1.985585585585585733e+00,6.795019826411916042e-02
1.987587587587587468e+00,6.808111194935903554e-02
1.989589589589589647e+00,6.823400139486802962e-02
1.991591591591591381e+00,6.838618848333259670e-02
1.993593593593593560e+00,6.850624036405703055e-02
1.995595595595595739e+00,6.858545633671002395e-02
1.997597597597597474e+00,6.866363207690262538e-02
1.999599599599599653e+00,6.874875553467046929e-02
2.001601601601601388e+00,6.882321142147385107e-02
2.003603603603603567e+00,6.889835762508390860e-02
2.005605605605605746e+00,6.897517922418235081e-02
2.007607607607607481e+00,6.901760460550920850e-02
2.009609609609609659e+00,6.909225101392639512e-02
2.011611611611611838e+00,6.918499029732567973e-02
2.013613613613613573e+00,6.925604221178512099e-02
2.015615615615615752e+00,6.931208243067543684e-02
2.017617617617617487e+00,6.938143201414029293e-02
2.019619619619619666e+00,6.943338989966994779e-02
2.021621621621621845e+00,6.943870997283238533e-02
2.023623623623623580e+00,6.941877414234837174e-02
2.025625625625625759e+00,6.941416877372530436e-02
2.027627627627627493e+00,6.943387724227806368e-02
2.029629629629629672e+00,6.947115842266504693e-02
2.031631631631631851e+00,6.950596575248288445e-02
2.033633633633633586e+00,6.952705559246839806e-02
2.035635635635635765e+00,6.953350063522664715e-02
2.037637637637637500e+00,6.951805136817884589e-02
2.039639639639639679e+00,6.947325884590686840e-02
2.041641641641641858e+00,6.942765899971661825e-02
2.043643643643643593e+00,6.939255958579949868e-02
2.045645645645645772e+00,6.936159038275016564e-02
2.047647647647647506e+00,6.934161820078194038e-02
2.049649649649649685e+00,6.933304863512036731e-02
2.051651651651651864e+00,6.932635706565448697e-02
2.053653653653653599e+00,6.931292723996358707e-02
2.055655655655655778e+00,6.931528389455314521e-02
2.057657657657657513e+00,6.932849228544799014e-02
2.059659659659659692e+00,6.934399742368541064e-02
2.061661661661661871e+00,6.935864006670694470e-02
2.063663663663663606e+00,6.937838181537661630e-02
2.065665665665665784e+00,6.943007643265194928e-02
2.067667667667667519e+00,6.948369191881376139e-02
2.069669669669669698e+00,6.952540361744902198e-02
2.071671671671671877e+00,6.957766964487541173e-02
2.073673673673673612e+00,6.965517238938032096e-02
2.075675675675675791e+00,6.972468734867576234e-02
2.077677677677677526e+00,6.978245727632229056e-02
2.079679679679679705e+00,6.986306494751770568e-02
2.081681681681681884e+00,6.996711799406056531e-02
2.083683683683683618e+00,7.004166198442419999e-02
2.085685685685685797e+00,7.014306336799586150e-02
2.087687687687687532e+00,7.027678071683987615e-02
2.089689689689689711e+00,7.044189558822408492e-02
2.091691691691691890e+00,7.062591530876669021e-02
2.093693693693693625e+00,7.076831334417382768e-02
2.095695695695695804e+00,7.092983005331901514e-02
2.097697697697697539e+00,7.109432860237439866e-02
2.099699699699699718e+00,7.129321940320795803e-02
2.101701701701701896e+00,7.147671019421455996e-02
2.103703703703703631e+00,7.162092063661919250e-02
2.105705705705705810e+00,7.176456103185108182e-02
2.107707707707707545e+00,7.187663943749045270e-02
2.109709709709709724e+00,7.198190832641485071e-02
2.111711711711711903e+00,7.207157571398192797e-02
2.113713713713713638e+00,7.223311390310602209e-02
2.115715715715715817e+00,7.242853141625386904e-02
2.117717717717717552e+00,7.261890103819709785e-02
2.119719719719719730e+00,7.283452088405129032e-02
2.121721721721721909e+00,7.303717465447581714e-02
2.123723723723723644e+00,7.323712551804745230e-02
2.125725725725725823e+00,7.344975147607665789e-02
2.127727727727727558e+00,7.362542653949821769e-02
2.129729729729729737e+00,7.378472978717839914e-02
2.131731731731731916e+00,7.390536163686470261e-02
2.133733733733733651e+00,7.405365932237294169e-02
2.135735735735735830e+00,7.419638304677761420e-02
2.137737737737737564e+00,7.432809810236701287e-02
2.139739739739739743e+00,7.446933604230716874e-02
2.141741741741741922e+00,7.456208525475492566e-02
2.143743743743743657e+00,7.470484946302184681e-02
2.145745745745745836e+00,7.485861643500504869e-02
2.147747747747747571e+00,7.502428453093634708e-02
2.149749749749749750e+00,7.520231151590443808e-02
2.151751751751751929e+00,7.533853893795133816e-02
2.153753753753753664e+00,7.545498605217286492e-02
2.155755755755755843e+00,7.559882642413204290e-02
2.157757757757757577e+00,7.572759119624708490e-02
2.159759759759759756e+00,7.582995323217769923e-02
2.161761761761761935e+00,7.593876784402270319e-02
2.163763763763763670e+00,7.606307642100480770e-02
2.165765765765765849e+00,7.619444747982022370e-02
2.167767767767767584e+00,7.634250637259662464e-02
2.169769769769769763e+00,7.648569710702925184e-02
2.171771771771771942e+00,7.661625223893608894e-02
2.173773773773773677e+00,7.675843152870047426e-02
2.175775775775775855e+00,7.688316456226304552e-02
2.177777777777777590e+00,7.694704214898534511e-02
2.179779779779779769e+00,7.702410540106256753e-02
2.181781781781781948e+00,7.709711325272076976e-02
2.183783783783783683e+00,7.716091810871156254e-02
2.185785785785785862e+00,7.726387291243456967e-02
2.187787787787787597e+00,7.742290154345488062e-02
2.189789789789789776e+00,7.759582671147832733e-02
2.191791791791791955e+00,7.776129243031679183e-02
2.193793793793793689e+00,7.790926715293572391e-02
2.195795795795795868e+00,7.800511825397958565e-02
2.197797797797797603e+00,7.804335971730561039e-02
2.199799799799799782e+00,7.805232604943058983e-02
2.201801801801801961e+00,7.804598131290658991e-02
2.203803803803803696e+00,7.802661701174275211e-02
2.205805805805805875e+00,7.804673693257373202e-02
2.207807807807807610e+00,7.812343396645363147e-02
2.209809809809809789e+00,7.826768785201243528e-02
2.211811811811811967e+00,7.842843523696474417e-02
2.213813813813813702e+00,7.858185699801173429e-02
2.215815815815815881e+00,7.867113858524527048e-02
2.217817817817817616e+00,7.873108312732848835e-02
2.219819819819819795e+00,7.876280040912138347e-02
2.221821821821821974e+00,7.876157206968670277e-02
2.223823823823823709e+00,7.870963591577602447e-02
2.225825825825825888e+00,7.865345326866404752e-02
2.227827827827827623e+00,7.859964221365839387e-02
2.229829829829829801e+00,7.852381783717241048e-02
2.231831831831831980e+00,7.843120037211162576e-02
2.233833833833833715e+00,7.830311454178563724e-02
2.235835835835835894e+00,7.816679419356353797e-02
2.237837837837837629e+00,7.797378431410113830e-02
2.239839839839839808e+00,7.775453377579363834e-02
2.241841841841841987e+00,7.752185706830494460e-02
2.243843843843843722e+00,7.729771812703832568e-02
2.245845845845845901e+00,7.703574296699730595e-02
2.247847847847847635e+00,7.677115616514224028e-02
2.249849849849849814e+00,7.652624003123853491e-02
2.251851851851851993e+00,7.629150855439295609e-02
2.253853853853853728e+00,7.603864869021231820e-02
2.255855855855855907e+00,7.576323458212776141e-02
2.257857857857857642e+00,7.548371685348669036e-02
2.259859859859859821e+00,7.517586355542962839e-02
2.261861861861862000e+00,7.489561723384126346e-02
2.263863863863863735e+00,7.460212724835392495e-02
2.265865865865865914e+00,7.434588364415682660e-02
2.267867867867868092e+00,7.410742882549123389e-02
2.269869869869869827e+00,7.388900623189781358e-02
2.271871871871872006e+00,7.367859400035581263e-02
2.273873873873873741e+00,7.351336464689686712e-02
2.275875875875875920e+00,7.336390518933810778e-02
2.277877877877878099e+00,7.322207167561473051e-02
2.279879879879879834e+00,7.308033542353198353e-02
2.281881881881882013e+00,7.295266745865118529e-02
2.283883883883883748e+00,7.286766522768051146e-02
2.285885885885885926e+00,7.278158697277722911e-02
2.287887887887888105e+00,7.267964451056431463e-02
2.289889889889889840e+00,7.256142266035414679e-02
2.291891891891892019e+00,7.242958068133752147e-02
2.293893893893893754e+00,7.225520452653644288e-02
2.295895895895895933e+00,7.201632184152866045e-02
2.297897897897898112e+00,7.175875172212439757e-02
2.299899899899899847e+00,7.150973989026894462e-02
2.301901901901902026e+00,7.122915281470984517e-02
2.303903903903903760e+00,7.094173496796418732e-02
2.305905905905905939e+00,7.069556785110570063e-02
2.307907907907908118e+00,7.049017261113975363e-02
2.309909909909909853e+00,7.031972833986342708e-02
2.311911911911912032e+00,7.014659828075339720e-02
2.313913913913913767e+00,7.004512700197454422e-02
2.315915915915915946e+00,6.996272846573624304e-02
2.317917917917918125e+00,6.992164561858525695e-02
2.319919919919919860e+00,6.988984712835066837e-02
2.321921921921922038e+00,6.985231986904923140e-02
2.323923923923923773e+00,6.976908489141650516e-02
2.325925925925925952e+00,6.966926302862913589e-02
2.327927927927928131e+00,6.956066231622709539e-02
2.329929929929929866e+00,6.943572728149141615e-02
2.331931931931932045e+00,6.929391693149021536e-02
2.333933933933933780e+00,6.913435585737433275e-02
2.335935935935935959e+00,6.895139828075752542e-02
2.337937937937938138e+00,6.878534037765732245e-02
2.339939939939939872e+00,6.859507611850060305e-02
2.341941941941942051e+00,6.840814312759649352e-02
2.343943943943943786e+00,6.822427187306071006e-02
2.345945945945945965e+00,6.802041437851399919e-02
2.347947947947948144e+00,6.780921355287410079e-02
2.349949949949949879e+00,6.762957976852435049e-02
2.351951951951952058e+00,6.745609999033613802e-02
2.353953953953953793e+00,6.732991197610571632e-02
2.355955955955955972e+00,6.727857111848103977e-02
2.357957957957958151e+00,6.727677834227463460e-02
2.359959959959959885e+00,6.730004076198364826e-02
2.361961961961962064e+00,6.731839921988722053e-02
2.363963963963963799e+00,6.729326196447464603e-02
2.365965965965965978e+00,6.724029642983048172e-02
2.367967967967968157e+00,6.714760888799282956e-02
2.369969969969969892e+00,6.696081078798488129e-02
2.371971971971972071e+00,6.677103289385571960e-02
2.373973973973973806e+00,6.664826719028094093e-02
2.375975975975975985e+00,6.652636005415496490e-02
2.377977977977978163e+00,6.638451195034190955e-02
2.379979979979979898e+00,6.617806188386425592e-02
2.381981981981982077e+00,6.598063675707888098e-02
2.383983983983983812e+00,6.574010636200776359e-02
2.385985985985985991e+00,6.557280468992535138e-02
2.387987987987988170e+00,6.540602581513799141e-02
2.389989989989989905e+00,6.529841216408004134e-02
2.391991991991992084e+00,6.520920373462110731e-02
2.393993993993993818e+00,6.511636985159058311e-02
2.395995995995995997e+00,6.502129571414172471e-02
2.397997997997998176e+00,6.487431760252096447e-02
2.399999999999999911e+00,6.470354831038427346e-02
